Job Code,Date Accessed,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Keyword
820337300,2024-12-08,https://www.usajobs.gov/job/820337300,Health Scientist (Informatics),Department of Health and Human Services,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel 5% domestic and 5% international for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,129134,167876,Data Scientist
820337700,2024-12-08,https://www.usajobs.gov/job/820337700,General Engineer,Department of the Army,GS 12,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,86962,113047,Data Engineer
820341400,2024-12-08,https://www.usajobs.gov/job/820341400,Engineering Technician,Department of Justice,GS 11,No,No,Occasional travel - Travel may be required for training.,No,Permanent,Full-time,Competitive,11,No,Other,Yes,85236,110803,Data Engineer
820347500,2024-12-08,https://www.usajobs.gov/job/820347500,Budget Analyst,Department of the Army,GS 9 - 12,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,12,No,Other,No,59966,113047,Data Analyst
820352900,2024-12-08,https://www.usajobs.gov/job/820352900,Supervisory Civil Engineer- Direct Hire Authority,Department of the Interior,GS 14,"Yes - The Agency has determined this position to be Location Negotiable; however, the selected candidate may be required to live within an eight (8) hour commuting distance from Pablo, Montana, but limited to 400-mile commuting distance from Pablo, Montana.","Not applicable, this is a remote position.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,14,Yes,Other,No,122198,158860,Data Engineer
820355700,2024-12-08,https://www.usajobs.gov/job/820355700,MECHANICAL ENGINEER,Department of the Navy,GS 12,No,Yes—The position is eligible for telework. This position may be eligible for telework on a situational or regular and recurring basis to be determined by activity where the position is filled.,Occasional travel - Occasional travel away from the normal duty station is required; frequent travel away from the normal duty station is required.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,12,No,Secret,No,99044,128752,Data Engineer
820366200,2024-12-08,https://www.usajobs.gov/job/820366200,Operations Research Analyst,Department of the Army,GS 12,No,Yes—as determined by the agency policy.,25% or less - Business travel may be required up to 25% of the time.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Not Required,No,88183,114634,Data Analyst
820367800,2024-12-08,https://www.usajobs.gov/job/820367800,Quality Assurance Engineer,Department of Defense,GS 11 - 12,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Secret,No,81963,127707,Data Engineer
820370600,2024-12-08,https://www.usajobs.gov/job/820370600,PROGRAM ANALYST,Department of the Army,GS 7 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Excepted,9,No,Secret,No,49025,77955,Data Analyst
820375000,2024-12-08,https://www.usajobs.gov/job/820375000,Engineering Technician,Department of the Interior,GS 8 - 9,No,Yes—as determined by the agency policy.,"Occasional travel - At times, travel for field work, meetings and/or training may be required.",No,Permanent,Full-time,Competitive,11,No,Not Required,No,54292,77955,Data Engineer
820376700,2024-12-08,https://www.usajobs.gov/job/820376700,Supervisory Management and Program Analyst,Department of Homeland Security,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,Yes,Not Required,Yes,139176,180931,Data Analyst
820382700,2024-12-08,https://www.usajobs.gov/job/820382700,SUPERVISORY GENERAL ENGINEER,Department of the Navy,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,13,Yes,Secret,No,117776,153113,Data Engineer
820392200,2024-12-08,https://www.usajobs.gov/job/820392200,Supervisory Operations Research Analyst,Department of the Army,GS 15,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,Yes,Secret,No,163964,191900,Data Analyst
820397200,2024-12-08,https://www.usajobs.gov/job/820397200,Program Analyst,Department of Homeland Security,GS 11 - 12,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Not Required,No,81963,127707,Data Analyst
820398100,2024-12-08,https://www.usajobs.gov/job/820398100,Program Analyst,Department of Homeland Security,GS 11 - 12,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Not Required,No,81963,127707,Data Analyst
820398600,2024-12-08,https://www.usajobs.gov/job/820398600,COUNTY PROGRAM ANALYST,Department of Agriculture,CO 5 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,39576,77955,Data Analyst
820416000,2024-12-08,https://www.usajobs.gov/job/820416000,MECHANICAL ENGINEER,Department of the Navy,GS 7 - 9,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Secret,No,55924,88926,Data Engineer
820417500,2024-12-08,https://www.usajobs.gov/job/820417500,Capabilities Development Analyst,Department of the Army,GS 12,No,"Yes—ELIGIBLE FOR SITUATIONAL TELEWORK ONLY, INCLUDING EMERGENCY AND OPM PRESCRIBED ""UNSCHEDULED TELEWORK"".",25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Top Secret,Yes,91897,119463,Data Analyst
820421400,2024-12-08,https://www.usajobs.gov/job/820421400,Program Analyst,Department of the Army,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,107534,139798,Data Analyst
820422100,2024-12-08,https://www.usajobs.gov/job/820422100,GENERAL ENGINEER,Department of the Navy,DP 5,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,5,No,Top Secret,Yes,143559,191900,Data Engineer
820423600,2024-12-08,https://www.usajobs.gov/job/820423600,"Research Physical Scientist, AST, Climate and Radiation Studies",National Aeronautics and Space Administration,GS 13 - 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—Relocation expenses may be paid consistent with NASA's policy.,Term - Not to exceed 6 years with the option to be made permanent without further competition.,Full-time,Competitive,14,No,Not Required,No,117962,181216,Data Scientist
820437600,2024-12-08,https://www.usajobs.gov/job/820437600,IC Data Plans Officer,Office of the Director of National Intelligence,GS 14 - 15,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Excepted,None,No,Sensitive Compartmented Information,No,139395,191900,"Data Analyst, Data Engineer, Data Scientist"
820441900,2024-12-08,https://www.usajobs.gov/job/820441900,Research Civil Engineer (Highway) - DIRECT HIRE,Department of Transportation,GS 13 - 14,No,Yes—This position is eligible for telework. This is not a full-time telework position nor approved as a remote work position.,"Occasional travel - Travel will be required to attend conferences, meetings, and highway project sites.",Yes—Relocation expenses are authorized for this position.,Permanent,Full-time - Full Time,Competitive,14,No,Not Required,No,117962,181216,Data Engineer
820445100,2024-12-08,https://www.usajobs.gov/job/820445100,Engineering Technician,Department of the Army,GS 9,No,No,Not required,No,Permanent,Full-time,Competitive,None,No,Not Required,No,59966,77955,Data Engineer
820446400,2024-12-08,https://www.usajobs.gov/job/820446400,Supervisory Procurement Analyst,Department of Homeland Security,GS 15,"Yes - This position is remote work (long distance remote) and telework eligible consistent with the Agency's telework and remote work program policy. Applicants who live within the local commuting area (i.e., a 50-mile or less radius from Glebe Road, Arlington VA (not driving distance)) are ineligible for local remote work and are expected to perform work onsite and may be eligible for telework in accordance with agency policy.","Not applicable, this is a remote position.",25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,Yes,Secret,Yes,123041,159950,Data Analyst
820448300,2024-12-08,https://www.usajobs.gov/job/820448300,Supervisory Management Analyst,Department of Health and Human Services,GS 13,No,No,Not required,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Other,No,108012,140419,Data Analyst
820454700,2024-12-08,https://www.usajobs.gov/job/820454700,GENERAL ENGINEER,Department of the Air Force,GS 11,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,11,No,Secret,No,72553,94317,Data Engineer
820456800,2024-12-08,https://www.usajobs.gov/job/820456800,FINANCIAL MANAGEMENT ANALYST (Title 32),Department of the Air Force,GS 7 - 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Excepted,11,No,Secret,No,46696,60703,Data Analyst
820457600,2024-12-08,https://www.usajobs.gov/job/820457600,Program Analyst,Department of Homeland Security,IC 12 - 13,No,Yes—as determined by the agency policy.,75% or less - You may be expected to travel for this position.,No,Term - Not to exceed 4 years,Full-time,Excepted,13,No,Not Required,No,99200,153354,Data Analyst
820459700,2024-12-08,https://www.usajobs.gov/job/820459700,Management Analyst,Department of Defense,GS 11,No,"Yes—as determined by the agency policy. DLA telework-eligible positions require at least 60% in office time (Tuesday, Wednesday, and Thursday each week). For those eligible and with supervisory approval, regular and recurring telework may be requested Monday and/or Friday only",Occasional travel - You may be expected to travel for this position.,No,Permanent - Multiple Appointment Types,Full-time,Competitive,11,No,Secret,Yes,82764,107590,Data Analyst
820466600,2024-12-08,https://www.usajobs.gov/job/820466600,Civil Engineer (Corrosion),Department of the Interior,GS 12,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,116618,138947,Data Engineer
820471800,2024-12-08,https://www.usajobs.gov/job/820471800,County Program Analyst,Department of Agriculture,CO 5 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,39576,77955,Data Analyst
820473300,2024-12-08,https://www.usajobs.gov/job/820473300,ENVIRONMENTAL ENGINEER/PHYSICAL SCIENTIST,Department of the Navy,GS 11 - 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,12,No,Secret,No,72553,115528,"Data Engineer, Data Scientist"
820474400,2024-12-08,https://www.usajobs.gov/job/820474400,Student Trainee (Electrical Engineer),Department of Energy,GS 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Internships - Excepted Appointment may be converted to Term or Permanent.,Multiple Schedules,Excepted,None,No,Not Required,No,35373,45982,Data Engineer
820474500,2024-12-08,https://www.usajobs.gov/job/820474500,Student Trainee (Electronics Engineer),Department of Energy,GS 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Internships - Excepted Appointment may be converted to Term or Permanent.,Multiple Schedules,Excepted,None,No,Not Required,No,35373,45982,Data Engineer
820474600,2024-12-08,https://www.usajobs.gov/job/820474600,Student Trainee (Civil Engineer),Department of Energy,GS 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Internships - Excepted Appointment may be converted to Term or Permanent.,Multiple Schedules,Excepted,None,No,Not Required,No,35373,45982,Data Engineer
820477100,2024-12-08,https://www.usajobs.gov/job/820477100,FINANCIAL MANAGEMENT ANALYST,Department of the Navy,NH 3,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",25% or less - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,None,No,Secret,No,99200,153354,Data Analyst
820478300,2024-12-08,https://www.usajobs.gov/job/820478300,Healthcare Engineer - GEMS Coordinator/Project Engineer,Department of Veterans Affairs,GS 12,No,No,Not required,No,Permanent,Full-time,Excepted,None,No,Not Required,No,105148,136688,Data Engineer
820480200,2024-12-08,https://www.usajobs.gov/job/820480200,Electrical Engineer (Recent Grad),Department of Energy,GS 7 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Recent Graduates,Full-time,Excepted,12,No,Not Required,No,49025,77955,Data Engineer
820480300,2024-12-08,https://www.usajobs.gov/job/820480300,Electronics Engineer (Recent Grad),Department of Energy,GS 7 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Recent Graduates,Full-time,Excepted,12,No,Not Required,No,49025,77955,Data Engineer
820492900,2024-12-08,https://www.usajobs.gov/job/820492900,Supervisor General Engineer,Department of the Interior,GS 13,No,Yes—as determined by the agency policy.,25% or less - Work requires travel away from the duty station on a frequent basis. Travel may be required up to 25% of the tour of duty.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,13,Yes,Other,No,104498,135851,Data Engineer
820493000,2024-12-08,https://www.usajobs.gov/job/820493000,Supervisory General Engineer,Department of the Interior,GS 13,No,Yes—as determined by the agency policy.,25% or less - Work requires travel away from the duty station on a frequent basis. Travel may be required up to 25% of the tour of duty.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,13,Yes,Other,No,104498,135851,Data Engineer
820494000,2024-12-08,https://www.usajobs.gov/job/820494000,BUDGET ANALYST,Department of the Army,GS 9,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Excepted,None,No,Secret,Yes,62517,81272,Data Analyst
820496300,2024-12-09,https://www.usajobs.gov/job/820496300,CNIC N96 - Program Analyst (Outreach Coordinator),Department of the Navy,NF 5,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Other,No,100000,115000,Data Analyst
820503300,2024-12-08,https://www.usajobs.gov/job/820503300,Management and Program Analyst (Project Manager) Temporary NTE/MBE up to 5 years/MBP,Department of the Treasury,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,122198,191900,Data Analyst
820503800,2024-12-08,https://www.usajobs.gov/job/820503800,Supervisory Petroleum Engineer,Department of the Interior,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position. (1-5 nights per month),No,Permanent,Full-time,Competitive,14,Yes,Not Required,No,141215,183582,Data Engineer
820504200,2024-12-08,https://www.usajobs.gov/job/820504200,Financial Analyst,Department of Defense,IA 03,No,25% or less - Travel Required 25% or Less,No,IA 03,Permanent - This is a permanent position.,Full-time - Full Time,Excepted,03,No,Sensitive Compartmented Information,Yes,74299,137669,Data Analyst
820504300,2024-12-08,https://www.usajobs.gov/job/820504300,GEOINT Hybrid Analyst (Rapid Response Data Officer),Department of Defense,IA 04,No,75% or less - Travel Required 75% or Less,No,IA 04,Permanent - This is a permanent position.,Full-time - Full Time,Excepted,4,No,Sensitive Compartmented Information,Yes,105896,181216,"Data Analyst, Data Engineer, Data Scientist"
820507100,2024-12-08,https://www.usajobs.gov/job/820507100,Clinical Laboratory Scientist (Medical Technologist),Department of Justice,GL 07 - 09,No,No,Occasional travel - Travel may be required for training and/or work-related issues.,No,Permanent,Full-time,Competitive,09,No,Other,Yes,59453,85553,Data Scientist
820508800,2024-12-08,https://www.usajobs.gov/job/820508800,Operations Research Analyst,Department of the Army,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,127073,165197,Data Analyst
820517700,2024-12-08,https://www.usajobs.gov/job/820517700,Civil/Agricultural Engineer (Design Engineer),Department of Agriculture,GS 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—Relocation expenses may be authorized as allowable by Federal Travel Regulations (FTRS and USDA policy).,Permanent,Full-time,Competitive,None,No,Not Required,No,86962,113047,Data Engineer
820518200,2024-12-08,https://www.usajobs.gov/job/820518200,Operations Engineer,Nuclear Regulatory Commission,GG 13,No,Yes—As determined by the agency policy.,"50% or less - Generally up to 40%, is spent in the field at operating plants and decommissioning sites.",Yes—Travel expenses associated with interview and/or relocation expenses associated with job offer may be paid to the extent allowed by Federal Travel Regulations.,Permanent,Full-time - Full Time,Excepted,13,No,L Access Authorization,Yes,109278,142065,Data Engineer
820519600,2024-12-08,https://www.usajobs.gov/job/820519600,PROGRAM ANALYST,Department of the Army,NH 3,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,90431,139798,Data Analyst
820523300,2024-12-08,https://www.usajobs.gov/job/820523300,Management/Program Analyst (Agency Employees Only),Nuclear Regulatory Commission,GG 13,No,Yes—as determined by the agency policy.,Not required,Yes—Travel expenses associated with interview and/or relocation expenses associated with job offer may be paid to the extent allowed by Federal Travel Regulations.,Permanent,Full-time - Full Time,Excepted,13,No,L Access Authorization,Yes,117962,153354,Data Analyst
820528300,2024-12-08,https://www.usajobs.gov/job/820528300,Privacy Analyst,Department of the Treasury,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,103409,167336,Data Analyst
820529000,2024-12-08,https://www.usajobs.gov/job/820529000,"Supervisory Tax Analyst - MSP, NTE 1 year, MBE up to 5 years, MBMP",Department of the Treasury,IR 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,"Multiple Appointment Types - NTE 1Yr, MBE up to 5 years, MBMP",Full-time,Competitive,None,Yes,Not Required,No,122198,191900,Data Analyst
820532900,2024-12-08,https://www.usajobs.gov/job/820532900,BUDGET ANALYST (TITLE 5),Department of the Army,GS 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Excepted,11,No,Other,No,72553,94317,Data Analyst
820535300,2024-12-08,https://www.usajobs.gov/job/820535300,INDUSTRIAL ENGINEER/OPERATIONS RESEARCH ANALYST,Department of the Navy,DP 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,99200,153354,"Data Analyst, Data Engineer"
820537200,2024-12-08,https://www.usajobs.gov/job/820537200,Management Analyst (Information System Security Representative),Department of the Treasury,GS 9 - 12,No,No,Not required,No,Permanent,Full-time,Competitive,12,No,Not Required,No,59966,128956,Data Analyst
820539100,2024-12-08,https://www.usajobs.gov/job/820539100,Budget Analyst,Department of Defense,GS 11,No,No,Occasional travel - You may be expected to travel for this position. Temporary duty travel (TDY) is 5%.,No,Permanent,Full-time,Competitive,None,No,Not Required,Yes,81956,106541,Data Analyst
820544600,2024-12-08,https://www.usajobs.gov/job/820544600,BUDGET ANALYST TITLE 32 INDEFINITE,Department of the Army,GS 11,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types - INDEFINITE,Full-time,Excepted,None,No,Not Required,Yes,81963,106549,Data Analyst
820554400,2024-12-08,https://www.usajobs.gov/job/820554400,General Engineer,Department of the Army,GS 12,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,No,92619,120401,Data Engineer
820557200,2024-12-08,https://www.usajobs.gov/job/820557200,Financial Analyst,Department of Housing and Urban Development,GS 11 - 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,72553,134435,Data Analyst
820558500,2024-12-08,https://www.usajobs.gov/job/820558500,Financial Analyst,Department of Housing and Urban Development,GS 11 - 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,72553,134435,Data Analyst
820560500,2024-12-08,https://www.usajobs.gov/job/820560500,BUDGET ANALYST (TITLE 5),Department of the Army,GS 9,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Excepted,9,No,Other,No,59966,77955,Data Analyst
820560900,2024-12-08,https://www.usajobs.gov/job/820560900,SUPERVISORY PROGRAM ANALYST,Department of the Air Force,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,14,Yes,Top Secret,Yes,123014,159921,Data Analyst
820564900,2024-12-08,https://www.usajobs.gov/job/820564900,GENERAL ENGINEER - DIRECT HIRE,Department of Transportation,GS 12 - 14,No,Yes—as determined by the agency policy.,25% or less - Some travel is required for this position.,No,Permanent,Full-time - Full Time,Competitive,14,No,Not Required,No,99200,181216,Data Engineer
820567100,2024-12-08,https://www.usajobs.gov/job/820567100,"Policy Analyst Temp Prom/Detail NTE 1 year, MBE up to not more than 5 years, MBMP",Department of the Treasury,GS 14,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,122198,191900,Data Analyst
820572500,2024-12-08,https://www.usajobs.gov/job/820572500,Operations Research Analyst,Department of the Army,GS 14 - 15,No,No,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,15,No,Sensitive Compartmented Information,Yes,139395,191900,Data Analyst
820574700,2024-12-08,https://www.usajobs.gov/job/820574700,PROGRAM ANALYST,Department of the Army,GS 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—Recruitment and/or relocation incentive may be authorized,Permanent,Full-time,Excepted,9,No,Secret,Yes,61136,79477,Data Analyst
820577200,2024-12-08,https://www.usajobs.gov/job/820577200,Tax Analyst,Department of the Treasury,GS 12 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,86962,167336,Data Analyst
820577500,2024-12-08,https://www.usajobs.gov/job/820577500,Tax Analyst,Department of the Treasury,GS 9 - 11,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,59966,117400,Data Analyst
820578800,2024-12-08,https://www.usajobs.gov/job/820578800,County Program Analyst,Department of Agriculture,CO 5 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,39576,79830,Data Analyst
820580600,2024-12-08,https://www.usajobs.gov/job/820580600,Operations Research Analyst,Department of the Treasury,GS 9 - 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,59966,167336,Data Analyst
820582500,2024-12-08,https://www.usajobs.gov/job/820582500,Budget Analyst,Department of the Army,GS 11 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Secret,No,82764,153354,Data Analyst
820589200,2024-12-08,https://www.usajobs.gov/job/820589200,Supervisory Geologist/Geophysicist/Petroleum Engineer,Department of the Interior,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,14,Yes,Not Required,No,141215,183582,Data Engineer
820592000,2024-12-08,https://www.usajobs.gov/job/820592000,General Engineer (Inspector) - DIRECT HIRE,Department of Transportation,GS 11 - 13,No,Yes—as determined by the agency policy.,50% or less - Some travel may be required.,Yes—Relocation expenses reimbursement varies.,Permanent,Full-time - Full Time,Competitive,13,No,Other,Yes,73690,157934,Data Engineer
820595300,2024-12-08,https://www.usajobs.gov/job/820595300,Strategic Policy Analyst,Department of the Treasury,GS 13 - 14,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position; generally 1-5 nights per month.,No,Permanent,Full-time,Competitive,14,No,Sensitive Compartmented Information,Yes,117962,181216,Data Analyst
820596100,2024-12-08,https://www.usajobs.gov/job/820596100,SUPERVISORY FINANCIAL SYSTEMS ANALYST,Department of Defense,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Other,No,108003,140408,Data Analyst
820600600,2024-12-08,https://www.usajobs.gov/job/820600600,Sanctions Policy Analyst,Department of the Treasury,GS 12 - 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,14,No,Sensitive Compartmented Information,No,99200,181216,Data Analyst
820602600,2024-12-08,https://www.usajobs.gov/job/820602600,County Program Analyst,Department of Agriculture,CO 5 - 9,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,39576,77955,Data Analyst
820606800,2024-12-08,https://www.usajobs.gov/job/820606800,FINANCIAL MANAGEMENT ANALYST,Department of Defense,GS 7 - 11,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,11,No,Other,No,49474,95181,Data Analyst
820607500,2024-12-08,https://www.usajobs.gov/job/820607500,INTERNAL CONTROL ANALYST (Title 5),Department of the Air Force,GS 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Excepted,11,No,Secret,No,72553,94317,Data Analyst
820608000,2024-12-08,https://www.usajobs.gov/job/820608000,Clinical Laboratory Scientist,Department of Health and Human Services,GS 9 - 11,No,No,75% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,11,No,Other,No,59996,94317,Data Scientist
820611100,2024-12-08,https://www.usajobs.gov/job/820611100,OPERATIONS RESEARCH ANALYST,Department of the Army,GS 11 - 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel up to 5% for this position.,No,Permanent,Full-time,Competitive,13,No,Secret,No,78592,145617,Data Analyst
820611800,2024-12-08,https://www.usajobs.gov/job/820611800,MANAGEMENT ANALYST,Department of the Navy,GS 11,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,72553,94317,Data Analyst
820626700,2024-12-08,https://www.usajobs.gov/job/820626700,PROGRAM ANALYST,Department of the Army,GS 9,No,No,Not required,No,Permanent,Full-time,Excepted,None,No,Secret,No,59966,77955,Data Analyst
820628300,2024-12-08,https://www.usajobs.gov/job/820628300,SUPERVISORY GENERAL ENGINEER,Department of the Air Force,GS 14,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,14,Yes,Secret,Yes,138035,179448,Data Engineer
820630800,2024-12-08,https://www.usajobs.gov/job/820630800,Engineering Technician,Department of Agriculture,GS 5 - 7,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,9,No,Not Required,No,41822,67351,Data Engineer
820632800,2024-12-08,https://www.usajobs.gov/job/820632800,SUPERVISORY SUPPLY SYSTEMS ANALYST (Title 32),Department of the Army,GS 9,No,No,Occasional travel - Subject to supervisor discretion and funding availability,No,Permanent,Full-time,Excepted,9,Yes,Secret,No,67563,87831,Data Analyst
820633500,2024-12-08,https://www.usajobs.gov/job/820633500,Civil Engineer (Structural),Department of the Army,GS 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,No,101732,124061,Data Engineer
