Job Code,Date Accessed,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Keyword
642735900,2024-12-08,https://www.usajobs.gov/job/642735900,INTERDISCIPLINARY COMMUNITY PLANNER/CIVIL ENGINEER/ARCHITECT,Department of the Navy,GS 13,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,None,No,Secret,No,120246,156323,Data Engineer
647249800,2024-12-08,https://www.usajobs.gov/job/647249800,Public Notice for Physical Scientist (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Scientist
669932000,2024-12-08,https://www.usajobs.gov/job/669932000,FIRE PROTECTION ENGINEER,Department of the Navy,GS 11 - 12,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Not required,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,12,No,Secret,No,72553,114634,Data Engineer
673224000,2024-12-08,https://www.usajobs.gov/job/673224000,SUPERVISORY ENGINEER or ARCHITECT,Department of the Navy,GS 13,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,None,Yes,Secret,No,120246,156323,Data Engineer
675452900,2024-12-08,https://www.usajobs.gov/job/675452900,ENGINEERING TECHNICIAN,Department of the Navy,GS 11,No,No,Not required,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,11,No,Secret,No,82764,107590,Data Engineer
684260400,2024-12-08,https://www.usajobs.gov/job/684260400,Public Notice for General Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
684260900,2024-12-08,https://www.usajobs.gov/job/684260900,Public Notice for Mechanical Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
684261400,2024-12-08,https://www.usajobs.gov/job/684261400,Public Notice for Computer Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
684261500,2024-12-08,https://www.usajobs.gov/job/684261500,Public Notice for Electronics Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
685569800,2024-12-08,https://www.usajobs.gov/job/685569800,Public Notice for Civil Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
686668000,2024-12-08,https://www.usajobs.gov/job/686668000,Public Notice for Safety Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
686668200,2024-12-08,https://www.usajobs.gov/job/686668200,Public Notice for Fire Protection Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
686668600,2024-12-08,https://www.usajobs.gov/job/686668600,Public Notice for Electrical Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
686668900,2024-12-08,https://www.usajobs.gov/job/686668900,Public Notice for Environmental Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
686669600,2024-12-08,https://www.usajobs.gov/job/686669600,Public Notice for Electronics Engineer (Direct Hire),Department of Transportation,FG 5 - 15,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FG 5 - 15,Permanent,Full-time,Excepted,NA,No,Other,No,31083,146757,Data Engineer
686669900,2024-12-08,https://www.usajobs.gov/job/686669900,Public Notice for General Engineer (Direct Hire),Department of Transportation,FG 5 - 15,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FG 5 - 15,Permanent,Full-time,Excepted,NA,No,Other,No,31083,146757,Data Engineer
688132000,2024-12-08,https://www.usajobs.gov/job/688132000,Public Notice for Engineering Technicians (Direct Hire),Department of Transportation,FV F,Yes—as determined by the agency policy.,25% or less - The job may require up to 25% travel.,No,FV F,Permanent,Full-time,Excepted,NA,No,Other,Yes,41235,61855,Data Engineer
688132400,2024-12-08,https://www.usajobs.gov/job/688132400,Public Notice for Industrial Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
689240200,2024-12-08,https://www.usajobs.gov/job/689240200,Public Notice for Aerospace Engineer (Direct Hire),Department of Transportation,FV G - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV G - K,Permanent,Full-time,Excepted,NA,No,Other,No,47813,155403,Data Engineer
689240500,2024-12-08,https://www.usajobs.gov/job/689240500,Public Notice for Computer Scientist - Cybersecurity (Direct Hire),Department of Transportation,FV H - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV H - K,Permanent,Full-time,Excepted,NA,No,Other,No,57442,155403,Data Scientist
689241800,2024-12-08,https://www.usajobs.gov/job/689241800,Public Notice for Aerospace Engineer (Direct Hire),Department of Transportation,FG 5 - 15,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FG 5 - 15,Permanent,Full-time,Excepted,NA,No,Other,No,31083,146757,Data Engineer
692407800,2024-12-08,https://www.usajobs.gov/job/692407800,Civil Engineer (Geotechnical),Department of the Navy,GS 13,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation expenses (i.e. PCS) or relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable travel regulations.,Permanent,Full-time,Competitive,None,No,Secret,No,104861,136323,Data Engineer
693894500,2024-12-08,https://www.usajobs.gov/job/693894500,Electrical Engineer,Department of the Navy,GS 11 - 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Secret,No,80015,124677,Data Engineer
700866400,2024-12-08,https://www.usajobs.gov/job/700866400,"ENGINEER, ARCHITECT OR COMMUNITY PLANNER",Department of the Navy,GS 9 - 11,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,12,No,Secret,No,69729,109673,Data Engineer
711957100,2024-12-08,https://www.usajobs.gov/job/711957100,Public Notice for Financial Specialist/Analyst (Direct Hire),Department of Transportation,FV F - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV F - K,Permanent,Full-time,Excepted,NA,No,Other,No,45591,169378,Data Analyst
722113300,2024-12-08,https://www.usajobs.gov/job/722113300,Science Technology & Weapons Analyst,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,90672,172075,Data Analyst
723899000,2024-12-08,https://www.usajobs.gov/job/723899000,ELECTRICAL ENGINEER,Department of the Navy,GS 13,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management. This position may require you to report in person for an established amount of days per pay period.",25% or less - You may be expected to travel for this position.,Yes—Relocation expenses (i.e. PCS) or relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable travel regulations.,Permanent,Full-time,Competitive,None,No,Secret,No,95694,124398,Data Engineer
724666700,2024-12-08,https://www.usajobs.gov/job/724666700,Public Notice for Data Scientist (Direct Hire),Department of Transportation,FV H - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV H - K,Permanent,Full-time,Excepted,NA,No,Other,No,59797,161775,"Data Analyst, Data Engineer, Data Scientist"
724667000,2024-12-08,https://www.usajobs.gov/job/724667000,Public Notice for Computer Scientist (Direct Hire),Department of Transportation,FV H - K,Yes—as determined by the agency policy.,"Occasional travel - The job may require travel from time-to-time, but not on a regular basis. The travel may be for training or other work-related duties.",No,FV H - K,Permanent,Full-time,Excepted,NA,No,Other,No,59797,161775,Data Scientist
725653600,2024-12-08,https://www.usajobs.gov/job/725653600,SUPERVISORY FINANCIAL MANAGEMENT ANALYST,Department of the Navy,GS 9,No,Yes—as determined by the agency policy.,Not required,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Secret,No,59966,88786,Data Analyst
725729600,2024-12-08,https://www.usajobs.gov/job/725729600,SUPERVISORY FINANCIAL MANAGEMENT ANALYST,Department of the Navy,GS 9,No,Yes—as determined by the agency policy.,Not required,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Secret,No,59966,79050,Data Analyst
731614900,2024-12-08,https://www.usajobs.gov/job/731614900,Management & Program Analyst,Department of the Army,NH 2 - 4,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,191900,Data Analyst
731616500,2024-12-08,https://www.usajobs.gov/job/731616500,Management & Program Analyst,Department of the Army,GS 5 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Analyst
731623400,2024-12-08,https://www.usajobs.gov/job/731623400,Budget Analyst,Department of the Army,NH 2 - 3,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Analyst
731623700,2024-12-08,https://www.usajobs.gov/job/731623700,Budget Analyst,Department of the Army,GS 5 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Analyst
731624200,2024-12-08,https://www.usajobs.gov/job/731624200,Financial Analyst,Department of the Army,GS 2 - 3,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Analyst
731624700,2024-12-08,https://www.usajobs.gov/job/731624700,Financial Analyst,Department of the Army,GS 5 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Analyst
731628300,2024-12-08,https://www.usajobs.gov/job/731628300,Engineering Technician,Department of the Army,NJ 3 - 4,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Engineer
731629000,2024-12-08,https://www.usajobs.gov/job/731629000,Engineering Technician,Department of the Army,GS 5 - 13,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Secret,Yes,39576,153354,Data Engineer
748913300,2024-12-08,https://www.usajobs.gov/job/748913300,INTERDISCLIPINARY GENERAL ENGINEER/ARCHITECT,Department of the Navy,GS 12,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—Relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable regulations. PCS is not authorized.,Permanent,Full-time,Competitive,12,No,Secret,No,86962,113047,Data Engineer
749635000,2024-12-08,https://www.usajobs.gov/job/749635000,Public Notice for Engineering Technicians (Aerospace - Direct Hire),Department of Transportation,FV F - G,Yes—as determined by the agency policy.,25% or less - The job may require up to 25% travel.,No,FV F - G,Permanent,Full-time,Excepted,NA,No,Other,Yes,45591,80781,Data Engineer
755856800,2024-12-08,https://www.usajobs.gov/job/755856800,MECHANICAL ENGINEER,Department of the Navy,GS 13,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,Yes—Relocation expenses (i.e. PCS) or relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable travel regulations.,Permanent,Full-time,Competitive,13,No,Secret,No,104861,136323,Data Engineer
756728400,2024-12-08,https://www.usajobs.gov/job/756728400,Cyber Threat Analyst,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,66061,191900,Data Analyst
756767200,2024-12-08,https://www.usajobs.gov/job/756767200,Economic Analyst,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,66061,191900,Data Analyst
757279800,2024-12-08,https://www.usajobs.gov/job/757279800,Engineer/Facilities Project Manager,Central Intelligence Agency,GS 9 - 13,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,149422,Data Engineer
757392300,2024-12-08,https://www.usajobs.gov/job/757392300,Human Resources Analyst,Central Intelligence Agency,GS 9 - 13,No,No,25% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,79805,145489,Data Analyst
757394900,2024-12-08,https://www.usajobs.gov/job/757394900,IG Auditor/Program Analyst,Central Intelligence Agency,GS 8 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,74318,181216,Data Analyst
757396400,2024-12-08,https://www.usajobs.gov/job/757396400,IG IT Auditor/Program Analyst,Central Intelligence Agency,GS 8 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,74318,181216,Data Analyst
757428400,2024-12-08,https://www.usajobs.gov/job/757428400,Resource Analyst,Central Intelligence Agency,GS 9 - 13,No,No,Not required,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,79805,117962,Data Analyst
757582000,2024-12-08,https://www.usajobs.gov/job/757582000,Aerospace Engineering Project Manager,Central Intelligence Agency,GS 9 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,181216,Data Engineer
757611100,2024-12-08,https://www.usajobs.gov/job/757611100,Antennas and Propagation Research and Engineer,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Engineer
757684300,2024-12-08,https://www.usajobs.gov/job/757684300,Battery and Power Research and Engineer,Central Intelligence Agency,GS 9 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Engineer
757695300,2024-12-08,https://www.usajobs.gov/job/757695300,DST Data Engineer,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72030,170800,"Data Analyst, Data Engineer, Data Scientist"
757698900,2024-12-08,https://www.usajobs.gov/job/757698900,DST Data Scientist (Collection and Exploitation),Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,"Data Analyst, Data Engineer, Data Scientist"
757705900,2024-12-08,https://www.usajobs.gov/job/757705900,Forensic Scientist,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Scientist
757805800,2024-12-08,https://www.usajobs.gov/job/757805800,Materials Research Scientist,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Scientist
757815900,2024-12-08,https://www.usajobs.gov/job/757815900,Microelectronics Research Scientist,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Scientist
757821900,2024-12-08,https://www.usajobs.gov/job/757821900,Project Manager Engineer,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Engineer
757827500,2024-12-08,https://www.usajobs.gov/job/757827500,Quantum Computing Scientist,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Scientist
757872100,2024-12-08,https://www.usajobs.gov/job/757872100,Satellite Systems Research and Engineering - NRO,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,68405,181216,Data Engineer
759326100,2024-12-08,https://www.usajobs.gov/job/759326100,Data Engineer,Central Intelligence Agency,GS 9 - 13,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,153354,"Data Analyst, Data Scientist"
759328900,2024-12-08,https://www.usajobs.gov/job/759328900,Data Lifecycle Specialist,Central Intelligence Agency,GS 9 - 13,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,153354,"Data Analyst, Data Engineer, Data Scientist"
759330800,2024-12-08,https://www.usajobs.gov/job/759330800,Data Scientist,Central Intelligence Agency,GS 9 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,79805,181216,"Data Analyst, Data Engineer"
759370300,2024-12-08,https://www.usajobs.gov/job/759370300,Digital Forensics Engineer,Central Intelligence Agency,GS 9 - 12,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,128956,Data Engineer
759375300,2024-12-08,https://www.usajobs.gov/job/759375300,Field IT Engineer,Central Intelligence Agency,GS 9 - 13,No,No,50% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,153354,Data Engineer
759378200,2024-12-08,https://www.usajobs.gov/job/759378200,IT Engineer,Central Intelligence Agency,GS 9 - 14,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,181216,Data Engineer
759402100,2024-12-08,https://www.usajobs.gov/job/759402100,Utility Engineer,Central Intelligence Agency,GS 9 - 12,No,No,50% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72965,128956,Data Engineer
764689900,2024-12-08,https://www.usajobs.gov/job/764689900,INTERDISCIPLINARY ENGINEER/SCIENTIST,Department of the Navy,DP 4,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,95905,148255,"Data Engineer, Data Scientist"
765170200,2024-12-08,https://www.usajobs.gov/job/765170200,PROGRAM ANALYST,Department of the Navy,GS 5 - 9,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",25% or less - You may be expected to travel for this position.,Yes—Relocation expenses (i.e. PCS) or relocation incentives as described in 5 USC 5753 may be authorized in accordance with applicable travel regulations.,Permanent,Full-time,Competitive,9,No,Secret,No,41925,82580,Data Analyst
765473200,2024-12-08,https://www.usajobs.gov/job/765473200,Interdisciplinary - Cost Engineer,Department of the Army,GS 12,No,Yes—as determined by the agency policy.,Not required,No,Permanent,Full-time,Competitive,None,No,Not Required,No,94199,122459,Data Engineer
766952800,2024-12-08,https://www.usajobs.gov/job/766952800,General Engineer,Department of the Air Force,GS 11 - 14,No,No,Not required,No,Multiple Appointment Types,Multiple Schedules,Competitive,14,No,Not Required,No,59319,129878,Data Engineer
766953100,2024-12-08,https://www.usajobs.gov/job/766953100,Budget Analyst,Department of the Air Force,GS 7 - 14,No,No,Not required,No,Multiple Appointment Types,Multiple Schedules,Competitive,14,No,Not Required,No,40082,129878,Data Analyst
766961500,2024-12-08,https://www.usajobs.gov/job/766961500,BIOLOGICAL SCIENTIST,Department of the Air Force,GS 11 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Scientist
766962500,2024-12-08,https://www.usajobs.gov/job/766962500,Physical Scientist,Department of the Air Force,GS 11 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Scientist
766965300,2024-12-08,https://www.usajobs.gov/job/766965300,Computer Scientist,Department of the Air Force,GS 12 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Scientist
766967000,2024-12-08,https://www.usajobs.gov/job/766967000,Electronic Engineer,Department of the Air Force,GS 11 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Engineer
766976400,2024-12-08,https://www.usajobs.gov/job/766976400,GENERAL ENGINEER,Department of the Air Force,GS 11 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Engineer
766977600,2024-12-08,https://www.usajobs.gov/job/766977600,CIVIL ENGINEER,Department of the Air Force,GS 11 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,59319,152771,Data Engineer
766979000,2024-12-08,https://www.usajobs.gov/job/766979000,Computer Engineer,Department of the Air Force,GS 12 - 15,No,No,Occasional travel - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Competitive,15,No,Secret,No,40082,152771,Data Engineer
767450900,2024-12-08,https://www.usajobs.gov/job/767450900,Healthcare Engineer,Department of Veterans Affairs,GS 12,No,Yes—as determined by the agency policy.,"Occasional travel - You may be expected to travel for this position. Selectee may be required to work at any Boston Healthcare System campus, as needed.",No,Permanent,Full-time,Excepted,12,No,Other,No,126847,164896,Data Engineer
769004200,2024-12-08,https://www.usajobs.gov/job/769004200,Criminal Analyst,Department of Homeland Security,GS 12 - 13,No,No,Not required,No,Detail,Full-time,Competitive,None,No,Sensitive Compartmented Information,No,96684,149465,Data Analyst
769086900,2024-12-08,https://www.usajobs.gov/job/769086900,General Engineer,Department of Health and Human Services,GS 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,Yes,Other,No,72553,94317,Data Engineer
769088900,2024-12-08,https://www.usajobs.gov/job/769088900,General Engineer,Department of Health and Human Services,GS 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,Yes,Other,No,72553,94317,Data Engineer
769607400,2024-12-08,https://www.usajobs.gov/job/769607400,FINANCIAL MANAGEMENT ANALYST,Department of the Navy,NH 4,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,139395,191900,Data Analyst
